"Org Name","EIN","Current FY Start","Current FY End","Ruling Year","Form Year","Form Type","Address Line 1","Address Line 2","City","State","County",Zip,"Org Phone Number","Web Address","IRS Subsection","Subject Area 1","Subject Area 2","Subject Area 3","NTEE Code","NAICS Code","SIC Code1","SIC Code2","Audit Required?","Has filed 990T?","Paid Preparer Firm Name","Link to GS Profile Page","Link to most recent Form 990","Total Assets","Cash & Equivalent","Investments Securities","Net Assets","Temporarily Restricted Net Assets","Permanently Restricted Net Assets","Unrestricted Net Assets","Total Revenue","Gross Receipts","Investment Income","Total Contributions","Government Grants","Special Events","Sales","Program Services Revenue","Total Liabilities","Loans and Notes","Tax-Exempt Bond Liabilities","Total Expenses","Total Program Expenses","Total Administrative Expenses","Total Fundraising Expenses","Accounting Fees","Advertising Expenses","Information Technology Expenses","Insurance Expenses","Interest Expenses","Investment Management Fees","Legal Fees","Pension Plan Contributions   Employee Benefits","Printing and Publications","Professional Fundraising Expenses","Principal Officer","Org Leader","Primary Contact Name","Primary Contact Title","Primary Contact Email","Number of Employees"
May-05,20-0364653,,,2005,,,5103 Hewitt Dr,% Tammy E Basnight,Fayetteville,NC,Cumberland,28311,(910) 309-1270,,501(c)(3) Public Charity,Arts and culture,Immigrant services,,"A20 (Arts, Cultural Organizations - Multipurpose)",71,,,,,,http://www.guidestar.org/profile/20-0364653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mrs. Tammy Basnight ,Owner,info@underonenationtribetradingpost.net,
1 2 3 Fresh Start Inc,20-0413012,,,2006,,,2135 N Towne Ct NE Apt 12,,Cedar Rapids,IA,Linn,52402,,,501(c)(3) Public Charity,Human services,,,P20 (Human Service Organizations),624190,8322,,,,,http://www.guidestar.org/profile/20-0413012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000 Friends of Connecticut,20-0554225,1/1/2008,12/31/2008,2004,2008,990EZ,PO Box 1988,,Hartford,CT,Hartford,06144,(860) 03671687,www.1000friends-ct.org,501(c)(3) Public Charity,Land resources,Public affairs,Urban development,W01 (Alliance/Advocacy Organizations),813319,8399,8641,,,Buckley Frame Boudreau & Co PC,http://www.guidestar.org/profile/20-0554225,http://www.guidestar.org/FinDocuments/2012/200/554/2012-200554225-09c9ce8b-Z.pdf,"$29,202 ","$27,030 ",,"$23,764 ",,,,"$167,224 ","$167,224 ","$1,222 ","$144,627 ",,$0 ,,,"$5,438 ",,,"$207,681 ",,,,,,,,,,,,$85 ,,,Nichole C. Strack ,Susan Merrow ,,amerrow@snet.net,
100 Percent Foundation Inc,20-0606591,,,2005,,,103 North Pkwy,,Prospect Heights,IL,Cook,60070,,,501(c)(3) Public Charity,Youth services,,,P30 (Children's and Youth Services),624110,8322,,,,,http://www.guidestar.org/profile/20-0606591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-8 Ministries,20-0647388,,,2005,,,18 Oakmont Cir,,Belton,TX,Bell,76513,,,501(c)(3) Public Charity,Special population support,,,P80 (Services to Promote the Independence of Specific Populations),624120,8322,,,,,http://www.guidestar.org/profile/20-0647388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020 Domino Association,20-1151099,,,2004,,,1020 S Orange Ave,,Newark,NJ,Essex,07106,,,501(c)(7) (Social and Recreation Clubs),Clubs,,,"N50 (Recreational, Pleasure, or Social Club)",713990,7911,7993,,,,http://www.guidestar.org/profile/20-1151099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10184 Elida Area Sertoma Club Sponsorship Fund,20-1210368,,,0,,,3865 Pioneer Rd,,Lima,OH,Allen,45807,,,501(c)(3) Public Charity,Community service,,,S81 (Women's Service Clubs),813410,8641,8699,,,,http://www.guidestar.org/profile/20-1210368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 To 3 Inc,20-1292917,,,2006,,,1526 Chandler St,,Madison,WI,Dane,53711,,,501(c)(3) Public Charity,Environment,,,C01 (Alliance/Advocacy Organizations),813319,8399,8641,,,,http://www.guidestar.org/profile/20-1292917,http://www.guidestar.org/FinDocuments/2006/201/292/2006-201292917-033d75cd-Z.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10-34 Wisconsin, Inc.",20-1386548,1/1/2008,12/31/2008,2005,2008,990EZ,422 Century Oak Dr,,Waukesha,WI,Waukesha,53188,414-628-9445,,501(c)(3) Public Charity,Abuse prevention,Child abuse,Sexual abuse,"I70 (Protection Against and Prevention of Neglect, Abuse, Exploitation)",813319,8399,8641,,,SASS ACCOUNTING LLC,http://www.guidestar.org/profile/20-1386548,http://www.guidestar.org/FinDocuments/2008/201/386/2008-201386548-0525b59d-Z.pdf,"$33,412 ","$32,408 ",,"$27,061 ",,,,"$102,850 ","$102,850 ",,"$102,300 ",,,,$550 ,"$6,351 ",,,"$91,190 ",,,,,,,,,,,,$814 ,,,,Cindy Lange ,Executive Director,ten34@mac.com,
10147 Florence Sertoma Club Sponsorship Fund,20-1537784,,,0,,,PO Box 12972,,Florence,SC,Florence,29504,,,501(c)(3) Public Charity,Community service,,,S81 (Women's Service Clubs),813410,8641,8699,,,,http://www.guidestar.org/profile/20-1537784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000 Crane Foundation Inc,20-1582222,,,2005,,,4202 220th Pl,,Bayside,NY,Queens,11361,,,501(c)(3) Public Charity,Pediatrics,Diseases and conditions,Cancers,G98 (Pediatrics),813212,8399,,,,,http://www.guidestar.org/profile/20-1582222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ms. Beatrice Lee ,Ms. Beatrice Lee ,President and CEO,1000CraneFoundation@gmail.com,
10114-Sertoma Club Decatur- Sponsorship Fund,20-1909620,,,1979,,,PO Box 321,,Decatur,IL,Macon,62525,,,501(c)(3) Public Charity,Community service,,,S81 (Women's Service Clubs),813410,8641,8699,,,,http://www.guidestar.org/profile/20-1909620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100X Missions,20-1926718,1/1/2018,12/31/2018,2007,2018,990,7020 Fain Park Dr Ste 6,,Montgomery,AL,Montgomery,36117,(334) 387-1178,www.100XDevelopment.com,501(c)(3) Public Charity,International development,,,"Q30 (International Development, Relief Services)",813311,8399,,N,,HORTON LEE BURNETT ET AL PC,http://www.guidestar.org/profile/20-1926718,http://www.guidestar.org/FinDocuments/2017/201/926/2017-201926718-100ddaad-9.pdf,"$402,880 ","$383,398 ",,"$387,880 ","$288,742 ",,"$99,138 ","$820,655 ","$820,655 ",,"$820,655 ",,,,,"$15,000 ",$0 ,,"$506,427 ","$271,785 ","$31,045 ","$203,597 ","$15,000 ",$65 ,"$1,639 ",,,,"$1,810 ",,,,JOHN BLANCHARD,Lindy Blanchard ,Kimberly Casey ,Special Assistant,KCasey@100XDevelopment.com,1
100 Black Men of Birmingham Inc,20-2595597,,,2006,,,PO Box 2915,,Birmingham,AL,Jefferson,35202,,,501(c)(3) Public Charity,Community service,,,S82 (Men's Service Clubs),813410,8641,8699,,,,http://www.guidestar.org/profile/20-2595597,http://www.guidestar.org/FinDocuments/2006/202/595/2006-202595597-068dae4b-Z.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100 Club of Amarillo Inc,20-2768192,7/1/2018,6/30/2019,2006,2018,990,PO Box 589,,Amarillo,TX,Potter,79105,806-331-4100,WWW.TEXASPANHANDLE100CLUB.ORG,501(c)(3) Public Charity,Law enforcement,,,I60 (Law Enforcement Agencies (Police Departments)),541199,7389,,N,,STEWART MARTIN DUDLEY & WEBB PC,http://www.guidestar.org/profile/20-2768192,http://www.guidestar.org/FinDocuments/2018/202/768/2018-202768192-10acba63-9.pdf,"$573,044 ","$423,816 ","$149,228 ","$573,044 ","$139,000 ",,"$434,044 ","$198,524 ","$213,389 ","$3,872 ","$207,369 ",,"($13,800)",,,$0 ,$0 ,,"$100,866 ","$85,109 ","$4,342 ","$11,415 ","$1,198 ","$9,284 ",,$744 ,,$770 ,,,,,SUZANNE TALLEY,,,,,0
10-99 Foundation,20-3154031,1/1/2008,12/31/2008,2005,2008,990EZ,PO Box 3099,,Issaquah,WA,King,98027,425-747-7523,www.10-99foundation.org,501(c)(3) Public Charity,Mental health care,,,F12 (Fund Raising and/or Fund Distribution),813219,8399,,,,"CLARK NUBER, PS",http://www.guidestar.org/profile/20-3154031,http://www.guidestar.org/FinDocuments/2009/203/154/2009-203154031-05a8a631-Z.pdf,"$836,086 ","$820,031 ",,"$836,086 ",,,,"$197,843 ","$286,055 ","$24,549 ","$205,317 ",,"($48,912)",,,$0 ,,,"$149,954 ",,,,,,,,,,,,"$1,623 ",,,"Dr. Samuel H. Smith, PhD ",Mrs. Gayle Frink-Schulz ,Executive Director,gayle@10-99foundation.org,
100 Plus Black Women Coalition of Beaumont,20-3264664,,,2010,,,4865 Cornell Dr,,Beaumont,TX,Jefferson,77705,,,501(c)(3) Public Charity,Education,,,"B82 (Scholarships, Student Financial Aid, Awards)",813410,8641,8699,,,,http://www.guidestar.org/profile/20-3264664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100 Percent Relief,20-3418002,,,2005,,,1111 Alexandria St,,Lafayette,CO,Boulder,80026,,,501(c)(3) Public Charity,Basic and emergency aid,,,"P60 (Emergency Assistance (Food, Clothing, Cash))",624230,8322,,,,,http://www.guidestar.org/profile/20-3418002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000 Leaders Project,20-3453972,,,2006,,,2102 Almaden Rd Ste 107,,San Jose,CA,Santa Clara,95125,,,501(c)(3) Public Charity,Civic participation,,,B03 (Professional Societies & Associations),813920,8621,,,,,http://www.guidestar.org/profile/20-3453972,http://www.guidestar.org/FinDocuments/2012/203/453/2012-203453972-09aa8924-Z.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 Accord Ministries,20-3599122,,,2006,,,3209 Mounds Rd,,Anderson,IN,Madison,46016,,,501(c)(3) Public Charity,Human services,,,P20 (Human Service Organizations),624190,8322,,,,,http://www.guidestar.org/profile/20-3599122,http://www.guidestar.org/FinDocuments/2006/203/599/2006-203599122-02fccb51-Z.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101 Lakes Academy and Farm School,20-3729588,,,2006,,,1775 W US Highway 20,,Angola,IN,Steuben,46703,,,501(c)(3) Public Charity,Elementary and secondary education,,,"B20 (Elementary, Secondary Ed)",611110,8211,,,,,http://www.guidestar.org/profile/20-3729588,http://www.guidestar.org/FinDocuments/2011/203/729/2011-203729588-08773a6a-Z.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100 Acre Wood Wildliferehabilitation Inc,20-4137076,,,2006,,,99 Kohen Rd,,Brooksville,FL,Hernando,34601,,,501(c)(3) Public Charity,Wildlife biodiversity,,,D30 (Wildlife Preservation/Protection),813312,8399,8699,,,,http://www.guidestar.org/profile/20-4137076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10185 Park Meadows Drive Inc,20-4348381,,,2008,,,10185 Park Meadows Dr,,Lone Tree,CO,Douglas,80124,,,"501(c)(25) (Title Holding Corporations for Multiple Organizations (Pensions, etc.))",Real estate,,,S47 (Real Estate Organizations),531390,6531,,,,,http://www.guidestar.org/profile/20-4348381,http://www.guidestar.org/FinDocuments/2007/204/348/2007-204348381-0446bc13-9O.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(GMT-05:00) Eastern Time (US & Canada),20-4646970,,,2006,,,5579 Azalea Way Unit 1013,,West Chester,OH,Butler,45069,(513) 240-8981,http://visionworksinc.org,501(c)(3) Public Charity,Employment,Diversity and intergroup relations,Religion for youth,R30 (Intergroup/Race Relations),813311,8399,,,,,http://www.guidestar.org/profile/20-4646970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dr. Vane Enoch ,Dr. Vanessa Enoch ,President & CEO,vanessa.enoch@gmail.com,
100 Block Association,20-4949721,,,2014,,,123 S Gay St,,Knoxville,TN,Knox,37902,,,501(c)(3) Public Charity,Neighborhood associations,,,S22 (Neighborhood/Block Associations),813410,8641,8699,,,,http://www.guidestar.org/profile/20-4949721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1- Way Concert Minisery,20-5018074,,,2007,,,177 Kingsclere Dr,,Southampton,PA,Bucks,18966,,,501(c)(3) Public Charity,Music,,,A68 (Music),711130,7929,,,,,http://www.guidestar.org/profile/20-5018074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000 Kids Inc,20-5071315,,,2007,,,2354 Aqua Vista Ave,,Henderson,NV,Clark,89014,,,501(c)(3) Public Charity,Youth organizing,,,O50 (Youth Development Programs),813410,8641,8699,,,,http://www.guidestar.org/profile/20-5071315,http://www.guidestar.org/FinDocuments/2009/205/071/2009-205071315-067820d7-Z.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 Cat Inc,20-5079076,,,2007,,,PO Box 1208,,Traverse City,MI,Grand Traverse,49685,,,501(c)(3) Public Charity,Animal welfare,,,D20 (Animal Protection and Welfare (includes Humane Societies and SPCAs)),813312,8399,8699,,,,http://www.guidestar.org/profile/20-5079076,http://www.guidestar.org/FinDocuments/2008/205/079/2008-205079076-04ae05e5-Z.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 Cat Inc,20-5079096,,,2007,,,PO Box 1208,,Traverse City,MI,Grand Traverse,49685,,,501(c)(3) Public Charity,Animal welfare,,,D20 (Animal Protection and Welfare (includes Humane Societies and SPCAs)),813312,8399,8699,,,,http://www.guidestar.org/profile/20-5079096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100 Homes Inc,20-5137384,,,2008,,,2275 Huntington Dr Unit 830,,San Marino,CA,Los Angeles,91108,,,501(c)(3) Public Charity,Home repairs,,,L81 (Home Improvement/Repairs),624229,8322,,,,,http://www.guidestar.org/profile/20-5137384,http://www.guidestar.org/FinDocuments/2008/205/137/2008-205137384-058ff08f-Z.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2001,20-5149875,,,2007,,,1527 Glade Gulch Rd,,Castle Rock,CO,Douglas,80104,,,501(c)(3) Public Charity,Disaster relief,,,Q33 (International Relief),813311,8399,,,,,http://www.guidestar.org/profile/20-5149875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 502 Vietnam Veterans Memoral Fund,20-5178622,,,2007,,,W5527 Rustic Ln,,Appleton,WI,Outagamie,54915,,,501(c)(3) Public Charity,Special population support,,,W30 (Military/Veterans' Organizations),813410,8641,8699,,,,http://www.guidestar.org/profile/20-5178622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 in 10 Project Inc,20-5326666,,,2007,,,PO Box 275,,Fort Montgomery,NY,Orange,10922,,,501(c)(3) Public Charity,Brain and nervous system disorders,,,G48 (Brain Disorders),813212,8399,,,,,http://www.guidestar.org/profile/20-5326666,http://www.guidestar.org/FinDocuments/2006/205/326/2006-205326666-03110e9a-Z.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015 15Th Street Inc,20-5405908,1/1/2017,12/31/2017,2009,2017,990,C/O Re Tax 1 University Sq Dr,,Princeton,NJ,Mercer,08540,609-282-2663,N/A,"501(c)(25) (Title Holding Corporations for Multiple Organizations (Pensions, etc.))",Community and economic development,,,S47 (Real Estate Organizations),531390,6531,,N,,PRICEWATERHOUSECOOPERS LLP,http://www.guidestar.org/profile/20-5405908,http://www.guidestar.org/FinDocuments/2018/205/405/2018-205405908-116b5501-9O.pdf,"$124,410,117 ","$1,287,043 ",$0 ,"$58,389,179 ",,,,"$9,687,910 ","$9,687,910 ",$0 ,$0 ,,$0 ,$0 ,"$9,687,910 ","$66,020,938 ","$60,000,000 ",$0 ,"$6,930,692 ","$6,930,692 ",,,"$22,763 ","$1,856 ",$0 ,"$22,366 ","$2,164,866 ","$492,738 ","$19,652 ",$0 ,,$0 ,JOHN LAMB,,,,,0
1 Byte Computer Literacy Inc,20-5477787,,,2019,,,3916 Oleander Dr,,Wilmington,NC,New Hanover,28403,,,501(c)(3) Public Charity,Adult education,,,"B60 (Adult, Continuing Education)",611699,7999,8299,,,,http://www.guidestar.org/profile/20-5477787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103Rd Precinct Community Councilinc,20-5484666,,,2012,,,16802 91st Ave,,Jamaica,NY,Queens,11432,,,501(c)(3) Public Charity,Human services,,,P12 (Fund Raising and/or Fund Distribution),813219,8399,,,,,http://www.guidestar.org/profile/20-5484666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 Heart at A Time Inc,20-5541004,,,2007,,,2466 Royal Ave,,Simi Valley,CA,Ventura,93065,,,501(c)(3) Public Charity,Heart and circulatory system diseases,,,G43 (Heart and Circulatory System),813212,8399,,,,,http://www.guidestar.org/profile/20-5541004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100 Women Charitable Foundation Inc,20-5704725,1/1/2017,12/31/2017,2007,2017,990,PO Box 3418,,Los Altos,CA,Santa Clara,94024,650-938-3931,http://100womenfoundation.org,501(c)(3) Public Charity,Foundations,,,T31 (Community Foundations),813211,6732,,N,,Hopper & Associates,http://www.guidestar.org/profile/20-5704725,http://www.guidestar.org/FinDocuments/2018/205/704/2018-205704725-116a2f4f-9.pdf,"$164,355 ","$158,355 ",,"$164,355 ",,,,"$160,477 ","$184,625 ",,"$157,789 ",,"$2,489 ",,,$0 ,$0 ,,"$168,775 ","$165,000 ","$3,456 ",$319 ,,,,,,,,,,,Donna Brownell,,,,,0
1-866-4-R-Teens,20-8128765,,,2009,,,332 S Peck Dr,,Beverly Hills,CA,Los Angeles,90212,,,501(c)(3) Public Charity,Youth development,,,O99 (Other Youth Development N.E.C.),624110,8322,,,,,http://www.guidestar.org/profile/20-8128765,http://www.guidestar.org/FinDocuments/2009/208/128/2009-208128765-066d536f-Z.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100Th Monkey Planetarytransformation Network,20-8199324,,,2008,,,2710 Thomes Ave,,Cheyenne,WY,Laramie,82001,,,501(c)(3) Public Charity,Natural resources,,,C30 (Natural Resource Conservation and Protection),813312,8399,8699,,,,http://www.guidestar.org/profile/20-8199324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-77 Hhc Scout Platoon Veterans Assoc Inc,20-8285327,,,2010,,,PO Box 1187,,Welcome,NC,Davidson,27374,,,501(c)(3) Public Charity,Basic and emergency aid,,,"P60 (Emergency Assistance (Food, Clothing, Cash))",624230,8322,,,,,http://www.guidestar.org/profile/20-8285327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"100 Mile Club, Inc.",20-8425786,7/1/2017,6/30/2018,2008,2017,990,2191 5th St Ste 211,,Norco,CA,Riverside,92860,(951) 340-2290,www.100mileclub.com,501(c)(3) Public Charity,Public health,Youth organizing,Physical fitness,O50 (Youth Development Programs),813410,8641,8699,N,N,Kerr & Amatulli CPAs Inc,http://www.guidestar.org/profile/20-8425786,http://www.guidestar.org/FinDocuments/2018/208/425/2018-208425786-0ff63211-9.pdf,"$219,495 ","$119,792 ",$0 ,"$109,521 ",,,"$109,521 ","$1,158,686 ","$1,166,604 ",$0 ,"$478,477 ","$7,500 ","$12,093 ",$0 ,"$650,801 ","$109,974 ","$97,000 ",,"$1,086,226 ","$977,830 ","$108,396 ",$0 ,"$7,800 ","$2,859 ","$19,297 ","$8,555 ","$9,405 ",$0 ,$550 ,$0 ,,$0 ,,Kara Lubin ,Cathy Lake ,Business Manager,cathy@100mileclub.com,11
100 Ideas Innovation for Oklahomassecond Century Inc,20-8501292,,,2010,,,3403 36th Ave NE,,Norman,OK,Cleveland,73026,,,501(c)(4) (Civic Leagues and Social Welfare Organizations),Economic development,,,S30 (Economic Development),813410,8641,8699,,,,http://www.guidestar.org/profile/20-8501292,http://www.guidestar.org/FinDocuments/2010/208/501/2010-208501292-061d63c9-9O.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-NYC Inc,20-8519450,,,2009,,,PO Box 114,,New York,NY,New York,10014,,,501(c)(3) Public Charity,Education services,,,B90 (Educational Services and Schools - Other),611710,8299,8748,,,,http://www.guidestar.org/profile/20-8519450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020 Cwa Local,22-1726827,,,1950,,,55 Cooper Ln,,Millington,NJ,Morris,07946,,,"501(c)(5) (Labor, Agricultural and Horticultural Organizations)",Organized labor,,,J40 (Labor Unions/Organizations),813930,8631,,,,,http://www.guidestar.org/profile/22-1726827,http://www.guidestar.org/FinDocuments/2014/221/726/2014-221726827-0b788069-ZO.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100Th Infantry Division Association,22-2143693,,,1977,,,4651 Cloudland Rd,,Woodstock,VT,Windsor,05091,,,501(c)(19) (Post or Organizations of War Veterans),Public administration,,,W20 (Government and Public Administration),813410,8641,8699,,,,http://www.guidestar.org/profile/22-2143693,http://www.guidestar.org/FinDocuments/2011/222/143/2011-222143693-084a6ddd-ZO.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100 Black Men of New Jersey,22-2166928,1/1/2015,12/31/2015,1977,2015,990,PO Box 7474,,Somerset,NJ,Somerset,08875,516-462-4904,WWW.100BMNJ.ORG,501(c)(3) Public Charity,Community service,,,S82 (Men's Service Clubs),813410,8641,8699,N,N,EDWARDS AND COMPANY LLC,http://www.guidestar.org/profile/22-2166928,http://www.guidestar.org/FinDocuments/2015/222/166/2015-222166928-0d41d03e-9.pdf,"$9,897 ","$9,897 ",,"($15,091)",,,"($15,091)","$6,427 ","$42,174 ",$0 ,"$14,765 ",,"($8,338)",$0 ,$0 ,"$24,988 ",$0 ,,"$7,168 ",$0 ,"$7,168 ",$0 ,$500 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,,$0 ,MATTHEW HORACE,,,,,0
100 Block Worth Felton Street Assoc,22-2480628,,,1983,,,108 N Felton St,,Philadelphia,PA,Philadelphia,19139,,,501(c)(3) Public Charity,Neighborhood associations,,,S22 (Neighborhood/Block Associations),813410,8641,8699,,,,http://www.guidestar.org/profile/22-2480628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100 State Street Food Corp Inc,22-2496355,,,1984,,,100 State St,,Portland,ME,Cumberland,04101,,,501(c)(3) Public Charity,"Agriculture, fishing and forestry",,,"K99 (Other Food, Agriculture, and Nutrition N.E.C.)",115,,,,,,http://www.guidestar.org/profile/22-2496355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101 Association Inc,22-2553725,,,1986,,,679 Riverside Ave,,Torrington,CT,Litchfield,06790,,,501(c)(7) (Social and Recreation Clubs),Sports,,,"N60 (Amateur Sports Clubs, Leagues, N.E.C.)",713990,7911,7993,,,,http://www.guidestar.org/profile/22-2553725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100 Groton Parkway Inc,22-2661001,7/1/2018,6/30/2019,1986,2018,990,100 Groton Pkwy,,Rochester,NY,Monroe,14623,585-359-3710,,501(c)(3) Public Charity,Developmental disability services,,,P82 (Developmentally Disabled Services/Centers),624120,8322,,N,,,http://www.guidestar.org/profile/22-2661001,http://www.guidestar.org/FinDocuments/2019/222/661/2019-222661001-16988427-9.pdf,"$3,325,851 ","$54,004 ","$1,062,915 ","$2,707,472 ",,,"$2,707,472 ","$592,094 ","$627,674 ","$22,168 ",$0 ,,,,"$489,183 ","$618,379 ","$518,197 ",,"$618,439 ","$590,432 ","$28,007 ",,"$5,525 ",,,"$17,712 ","$27,203 ","$10,271 ",,,,,Ms. Julie Jones,,,,,0
100 South Swan Street Realty Corp,22-2719837,,,2013,,,100 S Swan St,,Albany,NY,Albany,12210,,,501(c)(2) (Title Holding Corporation),Real estate,,,S47 (Real Estate Organizations),531390,6531,,,,,http://www.guidestar.org/profile/22-2719837,http://www.guidestar.org/FinDocuments/2015/222/719/2015-222719837-0ce25650-ZO.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101 Foundation Inc,22-2958767,1/1/2018,12/31/2018,1994,2018,990,70 State Route 31 N,,Washington,NJ,Warren,07882,,,501(c)(3) Public Charity,Education,,,X22 (Roman Catholic),813110,8661,,N,,UNITED TAX SOLUTONS INC,http://www.guidestar.org/profile/22-2958767,http://www.guidestar.org/FinDocuments/2018/222/958/2018-222958767-10dadbee-9.pdf,"$1,990,501 ","$155,602 ","$186,237 ","$1,373,318 ",,,,"$587,742 ","$603,866 ","$6,485 ","$496,787 ",,,"$8,068 ","$76,402 ","$617,183 ","$7,859 ",,"$685,688 ","$647,141 ","$38,547 ",$0 ,"$1,800 ","$69,351 ",,"$8,774 ","$19,748 ",,"$1,475 ",,,,ROSALIE A TURTON,,,,,4
1000 Friends of Massachusetts Inc,22-2988006,,,1994,,,14 Beacon St,,Boston,MA,Suffolk,02108,,,501(c)(3) Public Charity,Environment,,,C01 (Alliance/Advocacy Organizations),813319,8399,8641,,,,http://www.guidestar.org/profile/22-2988006,http://www.guidestar.org/FinDocuments/2009/222/988/2009-222988006-05d386be-Z.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100 Percent Drug Free Club Inc,22-3149838,,,1992,,,State Univ of Ny,,Stony Brook,NY,Suffolk,11794,,,501(c)(3) Public Charity,Student services,,,B80 (Student Services and Organizations),611710,8299,8748,,,,http://www.guidestar.org/profile/22-3149838,http://www.guidestar.org/FinDocuments/2001/223/149/2001-223149838-1-Z.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000 Mentors Inc,22-3469143,,,1997,,,33 Washington St,,Newark,NJ,Essex,07102,,,501(c)(3) Public Charity,Elementary and secondary education,Youth mentoring,,"O30 (Adult, Child Matching Programs)",624110,8322,,,,,http://www.guidestar.org/profile/22-3469143,http://www.guidestar.org/FinDocuments/2001/223/469/2001-223469143-1-9.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 Fenwick Corp,22-3535241,1/1/2017,12/31/2017,1998,2017,990,27 Prince St,,Elizabeth,NJ,Union,07208,,,501(c)(3) Public Charity,Homeless shelters,,,L41 (Temporary Shelter For the Homeless),624221,8322,,N,N,DONALD POE OA,http://www.guidestar.org/profile/22-3535241,http://www.guidestar.org/FinDocuments/2017/223/535/2017-223535241-0f463b5f-9.pdf,"$114,534 ","$114,534 ",,,,,,$228 ,$230 ,$228 ,,,,,,"$7,306 ",$0 ,,,,,,,,,,,,,,,,,,,,,
105Th Airlift Wing Alumni Association,22-3663705,,,2006,,,1 Militia Way,,Newburgh,NY,Orange,12550,,,501(c)(19) (Post or Organizations of War Veterans),Alumni relations,,,B84 (Alumni Associations),813410,8641,8699,,,,http://www.guidestar.org/profile/22-3663705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
