"Org Name","EIN","Current FY Start","Current FY End","Ruling Year","Form Year","Form Type","Address Line 1","Address Line 2","City","State","County",Zip,"Org Phone Number","Web Address","IRS Subsection","Subject Area 1","Subject Area 2","Subject Area 3","NTEE Code","NAICS Code","SIC Code1","SIC Code2","Audit Required?","Has filed 990T?","Paid Preparer Firm Name","Link to GS Profile Page","Link to most recent Form 990","Total Assets","Cash & Equivalent","Investments Securities","Net Assets","Temporarily Restricted Net Assets","Permanently Restricted Net Assets","Unrestricted Net Assets","Total Revenue","Gross Receipts","Investment Income","Total Contributions","Government Grants","Special Events","Sales","Program Services Revenue","Total Liabilities","Loans and Notes","Tax-Exempt Bond Liabilities","Total Expenses","Total Program Expenses","Total Administrative Expenses","Total Fundraising Expenses","Accounting Fees","Advertising Expenses","Information Technology Expenses","Insurance Expenses","Interest Expenses","Investment Management Fees","Legal Fees","Pension Plan Contributions   Employee Benefits","Printing and Publications","Professional Fundraising Expenses","Principal Officer","Org Leader","Primary Contact Name","Primary Contact Title","Primary Contact Email","Number of Employees"
"Society of Applied Economics, Inc.","11-2499233","","","1978","","","77 Buttonwood Dr","","Dix Hills","NY","Suffolk",="11746","","","501(c)(3) Public Charity","Community and economic development","","","S03 (Professional Societies, Associations)","813920","8621","","","","","http://www.guidestar.org/profile/11-2499233","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Khal Bnei Mesivta Inc C/O M Weinstock","11-2499373","","","1980","","","5200 15th Ave # B","","Brooklyn","NY","Kings",="11219","","","501(c)(3) Public Charity","Religion","","","X99 (Religion Related, Spiritual Development N.E.C.)","813110","8661","","","","","http://www.guidestar.org/profile/11-2499373","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Brookhaven Memorial Association Inc Self Insured Malpractice Trust","11-2499387","","","1979","","","101 Hospital Rd","","Patchogue","NY","Suffolk",="11772","","","501(c)(3) Public Charity","Health","","","E11 (Single Organization Support)","813219","8399","","","","","http://www.guidestar.org/profile/11-2499387","http://www.guidestar.org/FinDocuments/2001/112/499/2001-112499387-1-9.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Church of the Living God","11-2499462","","","1979","","","2130 Rhododendron Ct","","Mays Landing","NJ","Atlantic",="08330","","","501(c)(3) Public Charity","Christianity","","","X20 (Christian)","813110","8661","","","","","http://www.guidestar.org/profile/11-2499462","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Three Village Church","11-2499542","","","1960","","","322 Route 25a","","Setauket","NY","Suffolk",="11733","","","501(c)(3) Public Charity","Christianity","","","X20 (Christian)","813110","8661","","","","","http://www.guidestar.org/profile/11-2499542","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Hanullim Presbyterian Church Inc","11-2499622","","","2017","","","2801 Hillside Ave","","New Hyde Park","NY","Nassau",="11040","","","501(c)(3) Public Charity","Christianity","","","X20 (Christian)","813110","8661","","","","","http://www.guidestar.org/profile/11-2499622","http://www.guidestar.org/FinDocuments/2014/112/499/2014-112499622-0c0f1a89-9.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Riverhead Hostel Holding Corp","11-2499790","2018-01-01","2018-12-31","1980","2018","990","51 Terryville Rd","","Port Jefferson Station","NY","Suffolk",="11776","631-474-4120","HTTP://MARYHAVEN.CHSLI.ORG/","501(c)(2) (Title Holding Corporation)","Temporary accomodations","","","L40 (Low-Cost Temporary Housing (includes Youth Hostels))","624221","8322","","N","","PricewaterhouseCoopers LLP","http://www.guidestar.org/profile/11-2499790","http://www.guidestar.org/FinDocuments/2018/112/499/2018-112499790-17044360-9O.pdf","$1,024,307","$0","$0","$1,024,307","$0","$0","$1,024,307","$0","$0","$0","$0","","$0","$0","$0","$0","$0","$0","$250","$250","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","","$0","LEWIS GROSSMAN","","","","","0"
"Suburban School Districts Association of New York State","11-2499862","","","1980","","","128 Shepherd St","","Rockville Centre","NY","Nassau",="11570","","","501(c)(4) (Civic Leagues and Social Welfare Organizations)","Elementary and secondary education","","","B20 (Elementary, Secondary Ed)","611110","8211","","","","","http://www.guidestar.org/profile/11-2499862","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Hadassah the Womens Zionist Organization of America","11-2499960","","","1943","","","1377 E 88th St","","Brooklyn","NY","Kings",="11236","","","501(c)(3) Public Charity","Women's rights","","","R24 (Women's Rights)","813311","8399","","","","","http://www.guidestar.org/profile/11-2499960","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Gene Profeta Ministries Inc","11-2500463","","","1980","","","4100 Jerusalem Ave","","Massapequa","NY","Nassau",="11758","","","501(c)(3) Public Charity","Christianity","","","X20 (Christian)","813110","8661","","","","","http://www.guidestar.org/profile/11-2500463","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Little Peoples Child Development Center Inc","11-2501334","2011-07-01","2012-06-30","1981","2011","990","9412 Church Ave","","Brooklyn","NY","Kings",="11212","718-345-0555","","501(c)(3) Public Charity","Elementary and secondary education","","","B20 (Elementary, Secondary Ed)","611110","8211","","N","","LEWIS TAXATION & ACCTG SVC","http://www.guidestar.org/profile/11-2501334","http://www.guidestar.org/FinDocuments/2012/112/501/2012-112501334-093a91e7-9.pdf","-$12,253","-$12,253","","-$12,253","","","-$12,253","$104,315","$104,315","","$17,307","$15,892","","","$87,008","$0","$0","","$118,835","$118,835","$0","$0","$850","","","$917","","","","","","","BEVERLY LEE","","","","","3"
"BEER HAGOLAH INSTITUTES INC","11-2501388","2017-07-01","2018-06-30","1979","2017","990","671 Louisiana Ave","","Brooklyn","NY","Kings",="11239","718-642-6800","N/A","501(c)(3) Public Charity","Education services","Elementary and secondary education","","B90 (Educational Services and Schools - Other)","611710","8299","8748","Y","N","YE Gross CPA","http://www.guidestar.org/profile/11-2501388","http://www.guidestar.org/FinDocuments/2018/112/501/2018-112501388-10b7d0a0-9.pdf","$3,730,359","$198,986","$0","$3,544,289","","","$3,544,289","$4,551,470","$4,678,133","$0","$2,824,336","$1,628,260","$930,385","$0","$735,809","$186,070","$0","","$4,951,920","$4,217,574","$411,639","$322,707","$5,744","$30,866","$10,872","$45,230","$0","$0","$0","$0","","$0","","","Mrs. Pearl Kaufman ","","bhagolah@aol.com","125"
"St Stephens Church","11-2502055","","","1972","","","8926 168th St","","Jamaica","NY","Queens",="11432","","","501(c)(3) Public Charity","Christianity","","","X20 (Christian)","813110","8661","","","","","http://www.guidestar.org/profile/11-2502055","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eastern Suffolk School of Music, Inc.","11-2502125","","","1980","","","1295 Pulaski St","","Riverhead","NY","Suffolk",="11901","","","501(c)(3) Public Charity","Performing arts education","","","A6E (Performing Arts Schools)","611610","7911","8299","","","","http://www.guidestar.org/profile/11-2502125","http://www.guidestar.org/FinDocuments/1999/112/502/1999-112502125-2-9.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NYC Midwives","11-2502137","","","1997","","","286 Union Ave","","Brooklyn","NY","Kings",="11211","","","501(c)(6) (Business Leagues, etc.)","Nursing care","","","E90 (Nursing Services General (includes Candy Stripers))","623110","8051","8052","","","","http://www.guidestar.org/profile/11-2502137","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"First Church of Latter Rain","11-2502223","","","1979","","","571 Rogers Ave","","Brooklyn","NY","Kings",="11225","","","501(c)(3) Public Charity","Christianity","","","X20 (Christian)","813110","8661","","","","","http://www.guidestar.org/profile/11-2502223","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Federated Garden Clubs of New York State Inc","11-2502250","","","2006","","","2 Dover Ln","","Syosset","NY","Nassau",="11791","","","501(c)(3) Public Charity","Gardening","","","C42 (Garden Club, Horticultural Programs)","813410","8641","8699","","","","http://www.guidestar.org/profile/11-2502250","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bethlehem Church of God in Christ Inc","11-2502652","","","2000","","","16317 107th Ave","","Jamaica","NY","Queens",="11433","","","501(c)(3) Public Charity","Protestantism","","","X21 (Protestant)","813110","8661","","","","","http://www.guidestar.org/profile/11-2502652","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"American Federation of Teachers","11-2502732","","","1967","","","50 Route 111 Ste 216","","Smithtown","NY","Suffolk",="11787","","","501(c)(5) (Labor, Agricultural and Horticultural Organizations)","Education","","","B03 (Professional Societies & Associations)","813920","8621","","","","","http://www.guidestar.org/profile/11-2502732","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Psychonephrology Foundation C/O Dr Norman B Levy","11-2503438","","","1981","","","1919 San Ysidro Dr","","Beverly Hills","CA","Los Angeles",="90210","","","501(c)(3) Public Charity","Kidney diseases","","","G44 (Kidney)","813212","8399","","","","","http://www.guidestar.org/profile/11-2503438","http://www.guidestar.org/FinDocuments/2009/112/503/2009-112503438-06064131-Z.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jewish Heritage for the Blind","11-2503441","","","1979","","","1655 E 24th St","","Brooklyn","NY","Kings",="11229","","","501(c)(3) Public Charity","Special population support","","","P86 (Blind/Visually Impaired Centers, Services)","624120","8322","","","","","http://www.guidestar.org/profile/11-2503441","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Littig House Community Center Inc","11-2503507","2018-01-01","2018-12-31","1979","2018","990","72 Harbor Homes","","Port Washington","NY","Nassau",="11050","516-767-2010","","501(c)(3) Public Charity","Human services","","","P30 (Children's and Youth Services)","624110","8322","","N","","Edgar James CPA","http://www.guidestar.org/profile/11-2503507","http://www.guidestar.org/FinDocuments/2017/112/503/2017-112503507-10435002-9.pdf","$198,655","$59,176","$0","$171,269","","","$171,269","$684,545","$684,545","$0","$684,545","$363,323","$0","$0","$0","$27,386","$0","","$909,975","$810,663","$99,312","$0","$2,505","$0","$0","$7,049","$0","$0","$0","$0","","$0","Iynette batts","","","","","4"
"Homemakers Council of Nassau County","11-2503944","","","1983","","","1340 N ST","","ELMONT","NY","Nassau",="11003","","","501(c)(3) Public Charity","Education","","","B82 (Scholarships, Student Financial Aid, Awards)","813410","8641","8699","","","","http://www.guidestar.org/profile/11-2503944","http://www.guidestar.org/FinDocuments/2008/112/503/2008-112503944-044d87de-Z.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bushwick United Housing Development Fund Corporation","11-2504368","2017-07-01","2018-06-30","1982","2017","990PF","136 Stanhope St","","Brooklyn","NY","Kings",="11221","718-443-0134","","501(c)(3) Private Nonoperating Foundation","Housing development","","","L20 (Housing Development, Construction, Management)","624229","8322","","","","","http://www.guidestar.org/profile/11-2504368","http://www.guidestar.org/FinDocuments/2018/112/504/2018-112504368-1055eba7-F.pdf","$0","","","-$1,192,015","","","","$9,667,558","$10,311,071","$0","$0","","","","","$1,192,015","","","$9,667,558","","","","$16,200","","","","","","","$1,222,724","","","","","","","",""
"Saint Albans Gospel Assembly Incorporated","11-2504438","","","1968","","","20015 Linden Blvd","","Saint Albans","NY","Queens",="11412","","","501(c)(3) Public Charity","Christianity","","","X20 (Christian)","813110","8661","","","","","http://www.guidestar.org/profile/11-2504438","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freeport Rifle & Revolver Assoc Inc","11-2504758","2018-01-01","2018-12-31","1982","2018","990","PO Box 404","","Freeport","NY","Nassau",="11520","516-623-5510","N/A","501(c)(7) (Social and Recreation Clubs)","Community recreation","Human services","","N61 (Fishing and Hunting Clubs)","713990","7911","7993","N","","CYBS Accountants & Tax Specialists LLC","http://www.guidestar.org/profile/11-2504758","http://www.guidestar.org/FinDocuments/2018/112/504/2018-112504758-10ce4a1e-9O.pdf","$688,081","$441,767","","$687,506","","","$687,506","$376,614","$376,614","$983","$375,631","","","","","$575","$0","","$254,475","$0","$254,475","$0","$1,875","","","$10,694","","","","","","","DANIEL P CARNEY","","","","","0"
"Suffolk County Court Employees Association Inc","11-2504852","2017-04-01","2018-03-31","1988","2017","990","1363 Veterans Hwy Ste 24","","Hauppauge","NY","Suffolk",="11788","631-231-3983","N/A","501(c)(5) (Labor, Agricultural and Horticultural Organizations)","Public safety","Economic development","","I03 (Professional Societies, Associations)","813920","8621","","","","Berdon LLP","http://www.guidestar.org/profile/11-2504852","http://www.guidestar.org/FinDocuments/2019/112/504/2019-112504852-1167e202-9O.pdf","$215,060","$61,638","$99,868","$215,060","$16,247","$0","$198,813","$335,228","$403,999","$1,929","$0","","$0","$0","$328,573","$0","$0","$0","$312,339","","","","$18,900","$0","$3,580","$3,401","$0","$359","$66,357","$0","","$0","WILLIAM DOBBINS","","","","","6"
"William K Vanderbilt Historical Society of Dowling College","11-2505065","","","1979","","","PO Box 433","","Oakdale","NY","Suffolk",="11769","","","501(c)(3) Public Charity","Education","","","B03 (Professional Societies & Associations)","813920","8621","","","","","http://www.guidestar.org/profile/11-2505065","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Yeshiva Headstart","11-2505088","2009-02-01","2010-01-31","1995","2009","990","638 Bedford Ave","","Brooklyn","NY","Kings",="11249","","","501(c)(3) Public Charity","Judaism","","","X30 (Jewish)","813110","8661","","N","","STEVEN MERMELSTEIN CPA","http://www.guidestar.org/profile/11-2505088","http://www.guidestar.org/FinDocuments/2011/112/505/2011-112505088-0870818f-Z.pdf","$456,682","$28,975","","","","","","$3,137,663","$3,137,663","","$3,137,663","$3,137,663","","","","$456,682","$0","","$3,137,663","$2,956,656","$181,007","","","$96","","$6,094","","","","$41,952","","","SANDOR SCHWARTZ","","","","","111"
"Brooklyn Tabernacle Deliverance Center","11-2505331","","","1980","","","600 Lafayette Ave","","Brooklyn","NY","Kings",="11216","","","501(c)(3) Public Charity","Christianity","","","X20 (Christian)","813110","8661","","","","","http://www.guidestar.org/profile/11-2505331","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Amlan Foundation","11-2505455","","","1979","","","1010 Franklin Ave","","Garden City","NY","Nassau",="11530","","","501(c)(3) Private Nonoperating Foundation","Foundations","","","T20 (Private Grantmaking Foundations)","813211","6732","","","","","http://www.guidestar.org/profile/11-2505455","http://www.guidestar.org/FinDocuments/1999/112/505/1999-112505455-1-F.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Congregation Kehal Premishlon Inc","11-2505552","","","1979","","","510 Avenue M","","Brooklyn","NY","Kings",="11230","","","501(c)(3) Public Charity","Christianity","","","X20 (Christian)","813110","8661","","","","","http://www.guidestar.org/profile/11-2505552","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Clan Gordon Highlanders Pipe Band of Locust Valley Inc","11-2505557","","","1980","","","19 Hernan Ave","","Locust Valley","NY","Nassau",="11560","","","501(c)(3) Public Charity","Musical ensembles and groups","","","A6C (Music Groups, Bands, Ensembles)","711130","7929","","","","","http://www.guidestar.org/profile/11-2505557","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Brooklyn Girls Softball League Inc","11-2505568","","","1979","","","1118 50th St","","Brooklyn","NY","Kings",="11219","","","501(c)(3) Public Charity","Baseball and softball","","","N63 (Baseball, Softball (includes Little Leagues))","713990","7911","7993","","","","http://www.guidestar.org/profile/11-2505568","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Merrick Symphony Corporation","11-2506193","","","1981","","","PO Box 125","","Merrick","NY","Nassau",="11566","","","501(c)(3) Public Charity","Orchestral music","","","A69 (Symphony Orchestras)","711130","7929","","","","","http://www.guidestar.org/profile/11-2506193","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PTA New York Congress","11-2506302","","","1954","","","478elwoodroad","","Elwood","NY","Suffolk",="11731","","","501(c)(3) Public Charity","Parent-teacher involvement","","","B94 (Parent Teacher Group)","813410","8641","8699","","","","http://www.guidestar.org/profile/11-2506302","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Material Yard Workers Local 1175 Pension Fund Holding Corp","11-2506350","","","1980","","","3411 35th Ave","","Astoria","NY","Queens",="11106","","","501(c)(2) (Title Holding Corporation)","Pensions","","","Y30 (Pension and Retirement Funds)","525110","6371","","","","","http://www.guidestar.org/profile/11-2506350","http://www.guidestar.org/FinDocuments/2008/112/506/2008-112506350-04dcb779-9O.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Crown Heights Youth Collective Inc","11-2506422","2017-07-01","2018-06-30","1978","2017","990","113 Rogers Ave","","Brooklyn","NY","Kings",="11216","718-756-7600","N/A","501(c)(3) Public Charity","Youth organizing","","","P30 (Children's and Youth Services)","624110","8322","","N","","SKODY SCOT & CO CPAS PC","http://www.guidestar.org/profile/11-2506422","http://www.guidestar.org/FinDocuments/2018/112/506/2018-112506422-10e1865d-9.pdf","$127,249","$115,521","","$14,612","$29,680","","-$15,068","$178,983","$178,983","","$178,983","$25,071","","","","$112,637","$0","","$168,671","$86,868","$77,357","$4,446","","","","","","","$50","","","","RICHARD GREEN","","","","","28"
"Bowne Park Civic Association Inc","11-2506775","","","1979","","","16109 29th Ave","","Flushing","NY","Queens",="11358","","","501(c)(4) (Civic Leagues and Social Welfare Organizations)","Neighborhood associations","","","S22 (Neighborhood/Block Associations)","813410","8641","8699","","","","http://www.guidestar.org/profile/11-2506775","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mifal Ezra V Chesed","11-2506776","","","1980","","","1533 44th St","","Brooklyn","NY","Kings",="11219","","","501(c)(3) Public Charity","Unknown or not classified","","","Z99 (Unknown)","","","","","","","http://www.guidestar.org/profile/11-2506776","http://www.guidestar.org/FinDocuments/2009/112/506/2009-112506776-06a8cce7-Z.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Composition Roofers Industry Promotional Fund","11-2507470","2019-01-01","2019-12-31","1979","2019","990","6268 Jericho Tpke Ste 12a","","Commack","NY","Suffolk",="11725","631-462-1417","","501(c)(6) (Business Leagues, etc.)","Music","","","A68 (Music)","711130","7929","","","","JOSEPH P MORANDE CPA","http://www.guidestar.org/profile/11-2507470","http://www.guidestar.org/FinDocuments/2018/112/507/2018-112507470-1082851e-9O.pdf","$133,162","$133,162","","$133,162","","","$133,162","$15,569","$15,569","","$15,569","","","","","$0","$0","","$3,388","$3,388","","","$1,400","$0","$0","$0","$0","$0","$1,950","$0","","","THE ZISKIN LAW FIRM","","","","","0"
"Stony Brook Christian Assembly","11-2507556","","","1964","","","400 Nicolls Rd","","East Setauket","NY","Suffolk",="11733","","","501(c)(3) Public Charity","Christianity","","","X20 (Christian)","813110","8661","","","","","http://www.guidestar.org/profile/11-2507556","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Twu-Msba Employees Welfare Fund Trust","11-2507775","","","1980","","","90 Merrick Ave","","East Meadow","NY","Nassau",="11554","","","501(c)(9) (Employees Associations)","Insurance","","","Y20 (Insurance Providers/Services (other than Health))","52411","","","","","","http://www.guidestar.org/profile/11-2507775","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FEDERATION OF ITALIAN AMERICAN ORGANIZATIONS OF BROOKLYN, LTD","11-2507910","2018-07-01","2019-06-30","1993","2018","990","8711 18th Ave","","Brooklyn","NY","Kings",="11214","(718) 259-2828","www.fiaobrooklyn.org","501(c)(3) Public Charity","Business and industry","Human services","","Y11 (Single Organization Support)","813219","8399","","N","","A F PAREDES & CO CPA'S","http://www.guidestar.org/profile/11-2507910","http://www.guidestar.org/FinDocuments/2019/112/507/2019-112507910-17032814-9.pdf","$19,027,396","$613,966","","$17,372,479","$15,562,390","","$1,810,089","$5,911,608","$5,911,608","$2,445","$5,835,025","$4,706,612","$9,931","","","$1,654,917","$1,000,000","","$5,595,325","$5,454,345","$140,980","$0","","","","$111,168","","","","$52,500","","","NANCY SOTILLE","Nancy Sottile ","Jerry Balistreri ","Director of Operations","jerrybalistreri@gmail.com","440"
"Dix Hills Evangelical Free Church","11-2507922","","","1965","","","28 Foxhurst Rd","","Dix Hills","NY","Suffolk",="11746","","","501(c)(3) Public Charity","Christianity","","","X21 (Protestant)","813110","8661","","","","","http://www.guidestar.org/profile/11-2507922","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Senior Citizens Pops Orchestra Inc","11-2508054","","","1981","","","7476","","Wantagh","NY","Nassau",="11793","","","501(c)(3) Public Charity","Orchestral music","","","A69 (Symphony Orchestras)","711130","7929","","","","","http://www.guidestar.org/profile/11-2508054","http://www.guidestar.org/FinDocuments/2007/112/508/2007-112508054-03b9d422-9.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mount Moriah Community Church Inc","11-2508194","","","1979","","","11022 Sutphin Blvd","","Jamaica","NY","Queens",="11435","","","501(c)(3) Public Charity","Christianity","","","X20 (Christian)","813110","8661","","","","","http://www.guidestar.org/profile/11-2508194","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Southwest Brooklyn Industrial Development Corporation","11-2508370","2018-06-01","2019-05-31","1980","2018","990","241 41st St","","Brooklyn","NY","Kings",="11232","718-965-3100","www.sbidc.org","501(c)(3) Public Charity","Urban development","","","S41 (Promotion of Business (Chambers of Commerce))","813910","8611","8699","N","N","SCHALL & ASHENFARB CPAS","http://www.guidestar.org/profile/11-2508370","http://www.guidestar.org/FinDocuments/2019/112/508/2019-112508370-17032402-9.pdf","$361,187","$65,124","$0","$208,643","$188,387","","$20,256","$1,514,170","$1,551,220","$0","$1,489,561","$985,785","$0","$0","$0","$152,544","$53,207","","$1,379,709","$1,117,900","$202,064","$59,745","$54,332","$11,381","$14,894","$27,139","$0","$0","$0","$10,120","","$0","Benjamin Margolis","","Phaedra Thomas ","Executive Director","pthomas@swbidc.org","13"
"Nephrology Foundation of Brooklyn","11-2508594","2014-01-01","2014-12-31","1981","2014","990","1845 McDonald Ave","","Brooklyn","NY","Kings",="11223","718-336-9700","WWW.IBROOKLYN.COM/NFB","501(c)(3) Public Charity","Out-patient medical care","","","E30 (Health Treatment Facilities (Primarily Outpatient))","621498","8093","","N","","MAIER MARKEY & JUSTIC LLP","http://www.guidestar.org/profile/11-2508594","http://www.guidestar.org/FinDocuments/2014/112/508/2014-112508594-0c4d6c43-9.pdf","$0","$0","$0","$0","$0","$0","$0","$17,253,177","$17,253,177","$6,917","$0","","$0","$0","$17,246,260","$0","$0","$0","$13,604,499","$11,866,614","$1,737,885","","$4,419","$0","$54,231","$71,828","$106,732","$6,063","$35,817","$75,090","","$0","ALLEN I. HERMAN","","","","","0"
"Jamaica Mayans Improvement Association","11-2508779","","","1995","","","11118 208th St","","Queens Village","NY","Queens",="11429","","","501(c)(3) Public Charity","Cultural awareness","","","A23 (Cultural, Ethnic Awareness)","71","","","","","","http://www.guidestar.org/profile/11-2508779","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Civil Service Employees Association","11-2510966","","","1970","","","150 Abbey Ln Rm 421","","Levittown","NY","Nassau",="11756","","","501(c)(5) (Labor, Agricultural and Horticultural Organizations)","Organized labor","","","J40 (Labor Unions/Organizations)","813930","8631","","","","","http://www.guidestar.org/profile/11-2510966","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Congregation Bnai Yeshiva Achim Vrieim","11-2511057","","","1979","","","217 Hewes St","","Brooklyn","NY","Kings",="11211","","","501(c)(3) Public Charity","Judaism","","","X30 (Jewish)","813110","8661","","","","","http://www.guidestar.org/profile/11-2511057","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Milani Cultural Association","11-2511059","","","1979","","","12 Lodge Rd","","Great Neck","NY","Nassau",="11021","","","501(c)(3) Public Charity","Cultural awareness","","","A23 (Cultural, Ethnic Awareness)","71","","","","","","http://www.guidestar.org/profile/11-2511059","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Upper Room Ministries Inc","11-2511062","","","1979","","","722 Deer Park Rd","","Dix Hills","NY","Suffolk",="11746","","","501(c)(3) Public Charity","Christianity","","","X20 (Christian)","813110","8661","","","","","http://www.guidestar.org/profile/11-2511062","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Navat Yisrael Inc","11-2513132","2018-01-01","2018-12-31","1979","2018","990","2 Ethel Rd Ste 205a","","Edison","NJ","Middlesex",="08817","732-248-8200","","501(c)(3) Public Charity","Foundations","","","T22 (Private Independent Foundations)","813211","6732","","N","N","","http://www.guidestar.org/profile/11-2513132","http://www.guidestar.org/FinDocuments/2018/112/513/2018-112513132-10d0f86c-9.pdf","$430,001","$130,123","","$430,001","","","","$195,551","$195,551","","$195,551","","","","","$0","$0","","$325,515","$313,500","$12,015","","","","","","","","","","","","","","","","","0"
"Maimon World Center for Judaic Scholarship and Research Inc","11-2514890","2018-01-01","2018-12-31","1979","2018","990EZ","4620 Delafield Ave","","Bronx","NY","Bronx",="10471","","","501(c)(3) Public Charity","Judaism","","","X30 (Jewish)","813110","8661","","","","adam hochstead","http://www.guidestar.org/profile/11-2514890","http://www.guidestar.org/FinDocuments/2018/112/514/2018-112514890-10aaa5c0-Z.pdf","$255,548","$255,548","","$255,548","","","","$133,167","$133,167","$0","$133,167","","$0","$0","$0","$0","","","$101,412","","","","","","","","","","","","$125","","","","","","",""
"C.w. Post Bread and Justice Coalition","11-2514893","","","1980","","","Chapel Cw Post Ctr","","Greenvale","NY","Nassau",="11548","","","501(c)(3) Public Charity","Public safety","","","I99 (Crime, Legal Related N.E.C.)","541199","7389","","","","","http://www.guidestar.org/profile/11-2514893","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Beis Chasidei Goritz Inc","11-2514897","","","1979","","","5422 16th Ave","","Brooklyn","NY","Kings",="11204","","","501(c)(3) Public Charity","Religion","","","X99 (Religion Related, Spiritual Development N.E.C.)","813110","8661","","","","","http://www.guidestar.org/profile/11-2514897","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Keren L Metziumin Inc","11-2514898","","","1980","","","212 Hewes St","","Brooklyn","NY","Kings",="11211","","","501(c)(3) Public Charity","Religion","","","X99 (Religion Related, Spiritual Development N.E.C.)","813110","8661","","","","","http://www.guidestar.org/profile/11-2514898","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Odom L Reehu Inc C/O MOR Unger","11-2514899","","","1980","","","5127 Ocean View Ave","","Brooklyn","NY","Kings",="11224","","","501(c)(3) Public Charity","Religion","","","X99 (Religion Related, Spiritual Development N.E.C.)","813110","8661","","","","","http://www.guidestar.org/profile/11-2514899","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"North Shore Sephardic Synagogue","11-2515221","","","1981","","","130 Cuttermill Rd","","Great Neck","NY","Nassau",="11021","","","501(c)(3) Public Charity","Judaism","","","X30 (Jewish)","813110","8661","","","","","http://www.guidestar.org/profile/11-2515221","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
