Org Name,EIN,Current FY Start,Current FY End,Ruling Year,Form Year,Form Type,Address Line 1,Address Line 2,City,State,County,Zip,Org Phone Number,Web Address,IRS Subsection,Subject Area 1,Subject Area 2,Subject Area 3,NTEE Code,NAICS Code,SIC Code1,SIC Code2,Audit Required?,Has filed 990T?,Paid Preparer Firm Name,Link to GS Profile Page,Link to most recent Form 990,Total Assets,Cash & Equivalent,Investments Securities,Net Assets,Temporarily Restricted Net Assets,Permanently Restricted Net Assets,Unrestricted Net Assets,Total Revenue,Gross Receipts,Investment Income,Total Contributions,Government Grants,Special Events,Sales,Program Services Revenue,Total Liabilities,Loans and Notes,Tax-Exempt Bond Liabilities,Total Expenses,Total Program Expenses,Total Administrative Expenses,Total Fundraising Expenses,Accounting Fees,Advertising Expenses,Information Technology Expenses,Insurance Expenses,Interest Expenses,Investment Management Fees,Legal Fees,Pension Plan Contributions   Employee Benefits,Printing and Publications,Professional Fundraising Expenses,Principal Officer,Org Leader,Primary Contact Name,Primary Contact Title,Primary Contact Email,Number of Employees
100 Black Men of the Inland Empire Inc,47-1909851,1/1/2018,12/31/2018,2014,2018,990EZ,9327 Fairway View Pl,,Rancho Cucamonga,CA,San Bernardino,91730,951-940-8146,https://100bmie.org/,501(c)(3) Public Charity,Public affairs,,,"W99 (Public, Society Benefit - Multipurpose and Other N.E.C.)",813410,8641,8699,,N,Hooks Financial Services,http://www.guidestar.org/profile/47-1909851,http://www.guidestar.org/FinDocuments/2017/471/909/2017-471909851-0f309e01-Z.pdf,"$47,563 ","$47,563 ",,"$47,563 ",,,,"$62,824 ","$62,824 ",$0 ,"$62,824 ",,$0 ,$0 ,$0 ,,,,"$50,036 ",,,,,,,,,,,,,,,,,,,
1 Body Outreach Inc,47-2035963,,,2015,,,1022 Faircloth Ct,,Oviedo,FL,Seminole,32765,(407) 860-5278,www.1bodyoutreach.org,501(c)(3) Public Charity,Performing arts,Basketball,Youth organizing,O50 (Youth Development Programs),813410,8641,8699,,,,http://www.guidestar.org/profile/47-2035963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mr. Michael Davis ,Mr. Michael Davis ,Founder/Director,info@1bodyoutreach.org,
10-07 Charitable Fund,47-2053963,,,2015,,,569 Ogden Cyn,,Ogden,UT,Weber,84401,,,501(c)(3) Public Charity,Human services,,,P20 (Human Service Organizations),624190,8322,,,,,http://www.guidestar.org/profile/47-2053963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 Community Family,47-2067768,,,2016,,,330 W Jersey St,,Elizabeth,NJ,Union,07202,,,501(c)(3) Public Charity,Special population support,,,P80 (Services to Promote the Independence of Specific Populations),624120,8322,,,,,http://www.guidestar.org/profile/47-2067768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049 Craft Division Skill Improvement Realty Corp,47-2071062,1/1/2018,12/31/2018,2017,2018,990,100 Corporate Dr,,Holtsville,NY,Suffolk,11742,631-234-1803,N/A,501(c)(2) (Title Holding Corporation),Real estate,,,S47 (Real Estate Organizations),531390,6531,,N,N,Gould Kobrick & Schlapp PC,http://www.guidestar.org/profile/47-2071062,http://www.guidestar.org/FinDocuments/2018/472/071/2018-472071062-17038558-9O.pdf,"$4,108,856 ","$30,459 ",$0 ,"$4,079,984 ",,,,"($177,961)","$199,871 ",$0 ,$0 ,,$0 ,$0 ,$0 ,"$28,872 ",$0 ,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,,$0 ,RONALD BAUER,,,,,0
"10 CAN, Inc.",47-2135088,,,2015,,,PO Box 1122,,Newberry,FL,Alachua,32669,(352) 219-1138,www.10canoutdoors.com,501(c)(3) Public Charity,Mental health counseling,Religion,Family services,F60 (Counseling Support Groups),621498,8093,,,,,http://www.guidestar.org/profile/47-2135088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matthew Burke ,Matthew Burke ,Executive Director,10CANemail@gmail.com,
100 Percent Tip,47-2279057,,,2014,,,PO Box 700,,Grants Pass,OR,Josephine,97528,,,501(c)(3) Public Charity,Civic participation,,,W24 (Citizen Participation),813410,8641,8699,,,,http://www.guidestar.org/profile/47-2279057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 Collective,47-2455405,,,2014,,,2836 Filbert St,,Antioch,CA,Contra Costa,94509,,,501(c)(3) Public Charity,Medical support services,,,E60 (Health Support Services),621999,8099,,,,,http://www.guidestar.org/profile/47-2455405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000 Gloves Inc,47-2516471,1/1/2015,12/31/2015,2015,2015,990EZ,300 Oak St,,Saint Simons Island,GA,Glynn,31522,912-222-9095,,501(c)(3) Public Charity,Christianity,,,X20 (Christian),813110,8661,,,,,http://www.guidestar.org/profile/47-2516471,http://www.guidestar.org/FinDocuments/2015/472/516/2015-472516471-0cdfd2ee-Z.pdf,$0 ,$0 ,,$0 ,,,,"$7,000 ","$7,000 ",$0 ,"$7,000 ",,$0 ,$0 ,$0 ,$0 ,,,"$7,000 ",,,,,,,,,,,,$0 ,,,,,,,
1000 Generations Inc,47-2646525,9/1/2018,8/31/2019,2015,2018,990,PO Box 213,,Elkhorn,WI,Walworth,53121,262-427-1244,HTTPS://WWW.SAFEFAMILIESWI.ORG/,501(c)(3) Public Charity,Youth organizing,,,O50 (Youth Development Programs),813410,8641,8699,N,,CHAMBERLAIN & HENNINGFIELD CPAS,http://www.guidestar.org/profile/47-2646525,http://www.guidestar.org/FinDocuments/2018/472/646/2018-472646525-104eb344-Z.pdf,"$322,787 ","$322,787 ",,"$303,451 ","$132,000 ",,"$171,451 ","$417,943 ","$444,591 ",,"$354,746 ",,"$63,197 ",,,"$19,336 ",$0 ,,"$148,009 ","$141,283 ","$6,726 ",$0 ,,"$1,636 ","$5,055 ",$922 ,,,$75 ,,,,LINDA AUSTIN,,,,,0
100 Club of Sumner County Inc.,47-2716851,,,2015,,,PO Box 1076,,Hendersonville,TN,Sumner,37077,(615) 264-6737,www.100clubsumner.org,501(c)(3) Public Charity,Public safety,,,M01 (Alliance/Advocacy Organizations),813219,8399,,,,,http://www.guidestar.org/profile/47-2716851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mr. Brian Silkwood ,Brian Silkwood ,,jamie@mcmurrayassociates.com,
1 Life Inc,47-2824429,,,2015,,,10 Willow Rd Ste 207,,Maple Shade,NJ,Burlington,08052,,,501(c)(3) Public Charity,Christianity,,,X20 (Christian),813110,8661,,,,,http://www.guidestar.org/profile/47-2824429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101 Films,47-2828322,,,2015,,,11915 Stonehollow Dr Apt 1437,,Austin,TX,Travis,78758,,,501(c)(3) Public Charity,Film and video,,,"A31 (Film, Video)",512110,7812,,,,,http://www.guidestar.org/profile/47-2828322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100 Sports,47-2840445,,,2015,,,57 Morris St,,Everett,MA,Middlesex,02149,,,501(c)(3) Public Charity,Youth development,,,O99 (Other Youth Development N.E.C.),624110,8322,,,,,http://www.guidestar.org/profile/47-2840445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023 Foundatiom,47-2874914,,,2019,,,8618 Edinburough Ln,,Fort Wayne,IN,Allen,46819,,,501(c)(3) Public Charity,Youth organizing,,,O50 (Youth Development Programs),813410,8641,8699,,,,http://www.guidestar.org/profile/47-2874914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100 Women in Hats,47-2878523,,,2015,,,9523 Meadows Farm Dr,,Owings Mills,MD,Baltimore,21117,,,501(c)(3) Public Charity,Diseases and conditions,,,G12 (Fund Raising and/or Fund Distribution),813219,8399,,,,,http://www.guidestar.org/profile/47-2878523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 Good Turn Campaign,47-3002865,,,2015,,,7523 Iridium Ct,,Castle Rock,CO,Douglas,80108,,,501(c)(3) Public Charity,Human services,,,P20 (Human Service Organizations),624190,8322,,,,,http://www.guidestar.org/profile/47-3002865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 Community at A Time Inc,47-3156449,,,2015,,,388 SW Quail Heights Ter,,Lake City,FL,Columbia,32025,,,501(c)(3) Public Charity,Temporary accomodations,,,L40 (Low-Cost Temporary Housing (includes Youth Hostels)),624221,8322,,,,,http://www.guidestar.org/profile/47-3156449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000 Helping Hands Corporation,47-3156780,,,2015,,,316 SE Douglas St,,Lees Summit,MO,Jackson,64063,,,501(c)(3) Public Charity,Human services,,,P20 (Human Service Organizations),624190,8322,,,,,http://www.guidestar.org/profile/47-3156780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0352 Western Plateau Elementary,47-3162569,,,2016,,,4927 Shawnee Trl,,Amarillo,TX,Randall,79109,,,501(c)(3) Public Charity,Parent-teacher involvement,,,B94 (Parent Teacher Group),813410,8641,8699,,,,http://www.guidestar.org/profile/47-3162569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 Worker 1 Vote Inc,47-3191316,,,2016,,,107 S West St Pmb 122 Alex,,Alexandria,VA,Alexandria City,22314,,,501(c)(3) Public Charity,Employment,,,"J99 (Employment, Job Related N.E.C.)",624310,8331,,,,,http://www.guidestar.org/profile/47-3191316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 U Project,47-3430478,1/1/2018,12/31/2018,2015,2018,990,6325 S Stone Hedge Ct,,Ozark,MO,Christian,65721,417-468-8909,www.1uproject.org,501(c)(3) Public Charity,Christianity,,,X20 (Christian),813110,8661,,N,N,Roberts McKenzie Mangan & Cummings PC,http://www.guidestar.org/profile/47-3430478,http://www.guidestar.org/FinDocuments/2018/473/430/2018-473430478-1159211e-9.pdf,"$53,636 ","$53,636 ",$0 ,"$53,636 ",,,"$53,636 ","$283,020 ","$283,020 ",$0 ,"$283,020 ",,$0 ,$0 ,$0 ,$0 ,$0 ,,"$243,731 ","$234,924 ",$790 ,"$8,017 ",$475 ,"$2,864 ",$0 ,$0 ,$0 ,$0 ,$54 ,$0 ,,$0 ,Wendy Farrell,,,,,0
100 Women of God,47-3751483,,,2015,,,120 N Congress St Ste 1203,,Jackson,MS,Hinds,39201,,,501(c)(3) Public Charity,Crisis intervention,,,"F40 (Hot Line, Crisis Intervention)",624190,8322,,,,,http://www.guidestar.org/profile/47-3751483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 Status Inc,47-3814342,,,2015,,,2462 Feathertree Ln,,Lawrenceville,GA,Gwinnett,30044,,,501(c)(3) Public Charity,Education services,,,B90 (Educational Services and Schools - Other),611710,8299,8748,,,,http://www.guidestar.org/profile/47-3814342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000 Feet Project,47-3820859,,,2015,,,444 E 52nd St,,New York,NY,New York,10022,,,501(c)(3) Public Charity,Education,,,B19 (Nonmonetary Support N.E.C.),813219,8399,,,,,http://www.guidestar.org/profile/47-3820859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 Step Up Inc,47-3848701,,,2018,,,5522 BENNINGTON DR,,JACKSONVILLE,FL,Duval,32244,,,501(c)(3) Public Charity,Rehabilitation of offenders,,,I40 (Rehabilitation Services for Offenders),541199,7389,,,,,http://www.guidestar.org/profile/47-3848701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000Dwellingsorg,47-3874698,,,2015,,,298 Jackson Way,,Jefferson,GA,Jackson,30549,,,501(c)(3) Public Charity,Temporary accomodations,,,L40 (Low-Cost Temporary Housing (includes Youth Hostels)),624221,8322,,,,,http://www.guidestar.org/profile/47-3874698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-2-1 Mentoring,47-3971814,1/1/2018,12/31/2018,2016,2018,990,7 Corporate Center Ct Ste B,,Greensboro,NC,Guilford,27408,336-346-3229,WWW.121MENTORING.ORG,501(c)(3) Public Charity,Youth mentoring,,,P20 (Human Service Organizations),624190,8322,,N,,CURRY CPA PLLC,http://www.guidestar.org/profile/47-3971814,http://www.guidestar.org/FinDocuments/2019/473/971/2019-473971814-11449254-9.pdf,"$1,505 ","$1,505 ",,"$1,505 ",,,"$1,505 ","$24,360 ","$24,360 ",,"$17,467 ","$11,840 ",,,"$6,893 ",$0 ,$0 ,,"$27,672 ","$4,783 ","$15,259 ","$7,630 ",,"$5,756 ",,"$1,316 ",,,,,,"$2,500 ",CARLEN WALTERS,,,,,0
100 Fathers Com Inc,47-4023039,,,2015,,,2705 Filbert Ln,,Bowie,MD,Prince Georges,20715,,,501(c)(3) Public Charity,Family services,,,P40 (Family Services),624190,8322,,,,,http://www.guidestar.org/profile/47-4023039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
007 Benefit Ltd,47-4146355,1/1/2018,12/31/2018,2015,2018,990,11921 Freedom Dr Ste 550,,Reston,VA,Fairfax,20190,703-406-8539,WWW.007BENEFIT.ORG,501(c)(3) Public Charity,Foundations,,,T70 (Fund Raising Organizations That Cross Categories includes Community Funds/Trusts and Federated Giving Programs) e.g. United Way),813219,8399,,N,,CLIFTONLARSONALLEN LLP,http://www.guidestar.org/profile/47-4146355,http://www.guidestar.org/FinDocuments/2018/474/146/2018-474146355-10a35f86-9.pdf,"$32,166 ","$32,166 ",,"$28,446 ",,,"$28,446 ","$62,813 ","$204,786 ",$10 ,"$142,283 ",,"($79,480)",,,"$3,720 ",$0 ,,"$65,005 ","$43,150 ","$21,855 ",$0 ,"$2,575 ",$934 ,"$2,130 ",,,,,,,,THU STUBBS,,,,,0
1 Nation Under Paws,47-4495570,,,2015,,,15462 Filaree,,Moreno Valley,CA,Riverside,92551,,,501(c)(3) Public Charity,Animal welfare,,,D20 (Animal Protection and Welfare (includes Humane Societies and SPCAs)),813312,8399,8699,,,,http://www.guidestar.org/profile/47-4495570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 10 Life Inc,47-4518749,,,2018,,,402 Duece Ct,,Harker Heights,TX,Bell,76548,,,501(c)(3) Public Charity,Human services,,,P20 (Human Service Organizations),624190,8322,,,,,http://www.guidestar.org/profile/47-4518749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 Life Missions Inc,47-4585185,,,2015,,,1046 Royal Rd  Sugar Mountain Nc 28604-4315,,Venice,FL,Sarasota,34293,,,501(c)(3) Public Charity,Christianity,,,X20 (Christian),813110,8661,,,,,http://www.guidestar.org/profile/47-4585185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 Ten Basketball,47-4642636,,,2015,,,5305 Los Altos Rd,,Fort Worth,TX,Tarrant,76244,,,501(c)(3) Public Charity,Sports,,,"N60 (Amateur Sports Clubs, Leagues, N.E.C.)",713990,7911,7993,,,,http://www.guidestar.org/profile/47-4642636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 Dream Makers Inc,47-4709781,1/1/2018,12/31/2018,2016,2018,990EZ,6723 Poplar Ave,,Takoma Park,MD,Montgomery,20912,443-249-3172,,501(c)(3) Public Charity,Youth organizing,,,O50 (Youth Development Programs),813410,8641,8699,,,Maxes Taxes Corporation,http://www.guidestar.org/profile/47-4709781,http://www.guidestar.org/FinDocuments/2018/474/709/2018-474709781-110b51a7-Z.pdf,"$2,106 ","$2,106 ",,"$2,106 ",,,,"$17,048 ","$17,048 ",,"$17,048 ",,$0 ,$0 ,,,,,"$15,466 ",,,,,,,,,,,,"$1,599 ",,,,,,,
1 in 3 Foundation,47-4714415,,,2016,,,PO Box 216,,Flint,TX,Smith,75762,,,501(c)(3) Public Charity,Special population support,,,P80 (Services to Promote the Independence of Specific Populations),624120,8322,,,,,http://www.guidestar.org/profile/47-4714415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100 Jesus Inc,47-4877472,1/1/2016,12/31/2016,2016,2016,990EZ,3502 Sheffield Manor Ter Apt 302,,Silver Spring,MD,Montgomery,20904,,,501(c)(3) Private Nonoperating Foundation,Education services,,,B90 (Educational Services and Schools - Other),611710,8299,8748,,N,,http://www.guidestar.org/profile/47-4877472,http://www.guidestar.org/FinDocuments/2016/474/877/2016-474877472-0e126f1e-Z.pdf,,,,,,,,$0 ,,,$0 ,,,,,,,,$0 ,,,,,,,,,,,,,,,,,,,
1 Step 2 Health Foundation,47-4956065,,,2016,,,6918 Beulah Oaks Ln,,North Chesterfield,VA,Chesterfield,23234,(804) 909-2843,1step2healthfoundation.org,501(c)(3) Public Charity,Health,Human services,Food aid,P99 (Human Services - Multipurpose and Other N.E.C.),624190,8322,,,,,http://www.guidestar.org/profile/47-4956065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mrs Andrea Boozer ,Mrs Andrea Boozer ,President,1STEP2HEALTHFOUNDATION@GMAIL.COM,
10 Freedom Place Housing Development Fund Corporation,47-5005707,1/1/2018,12/31/2018,2017,2018,990EZ,505 8th Ave Fl 5,,New York,NY,New York,10018,212-389-9300,www.breakingground.org,501(c)(3) Public Charity,Housing development,,,"L20 (Housing Development, Construction, Management)",624229,8322,,,,GRANT THORNTON LLP,http://www.guidestar.org/profile/47-5005707,http://www.guidestar.org/FinDocuments/2018/475/005/2018-475005707-11054116-Z.pdf,"$57,891 ",$390 ,,"($16,338)",,,,"$193,646 ","$193,646 ",,,,$0 ,$0 ,,"$74,229 ",,,"$204,308 ",,,,,,,,,,,,$219 ,,,,,,,
1-121St Field Artillery Veterans Association Inc,47-5316938,,,2015,,,W55n861 Cedar Ridge Dr,,Cedarburg,WI,Ozaukee,53012,,,501(c)(3) Public Charity,Special population support,,,W30 (Military/Veterans' Organizations),813410,8641,8699,,,,http://www.guidestar.org/profile/47-5316938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 More Kid,47-5432352,,,2015,,,708 E Colonial Dr Ste 200,,Orlando,FL,Orange,32803,,,501(c)(3) Public Charity,Community improvement,,,"S20 (Community, Neighborhood Development, Improvement)",813410,8641,8699,,,,http://www.guidestar.org/profile/47-5432352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100 Ways of Giving Corp,47-5456860,,,2015,,,75a Grew Ave,,Roslindale,MA,Suffolk,02131,(617) 74350728,www.100waysofgiving.org,501(c)(3) Public Charity,Foundations,Disasters and emergency management,Ethnic and racial minority rights,T31 (Community Foundations),813211,6732,,,,,http://www.guidestar.org/profile/47-5456860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ms. Jennifer Anne-Solomon Matthews ,Debbie Saint-Clair ,,dsaintclair@100waysofgiving.org,
1 Love Charitable Foundation,47-5505568,,,2015,,,909 Blue Quail Run,,Glenn Heights,TX,Ellis,75154,,,501(c)(3) Public Charity,Education services,,,B90 (Educational Services and Schools - Other),611710,8299,8748,,,,http://www.guidestar.org/profile/47-5505568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10129 Foundation,47-5537866,1/1/2018,12/31/2018,2016,2018,990PF,C/O Group I 500 Sansome St Ste 750,,San Francisco,CA,San Francisco,94111,415-394-7027,,501(c)(3) Private Nonoperating Foundation,Foundations,,,T20 (Private Grantmaking Foundations),813211,6732,,,,,http://www.guidestar.org/profile/47-5537866,http://www.guidestar.org/FinDocuments/2018/475/537/2018-475537866-17019701-F.pdf,$968 ,$968 ,,"($14,032)",,,,"$5,000 ","$5,000 ",$0 ,$0 ,,,,,"$15,000 ",,,"$3,235 ",,,,"$2,905 ",,,,,,$272 ,,,,,,,,,
1 MARINE 1 LIFE FOUNDATION,47-5559047,,,2016,,,1800 3rd Ave Ste 309,,Rock Island,IL,Rock Island,61201,(309) 373-2473,,501(c)(3) Public Charity,Nonprofits,Community and economic development,,"S99 (Community Improvement, Capacity Building N.E.C.)",813410,8641,8699,,,,http://www.guidestar.org/profile/47-5559047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mark McQuate ,Founder/President,info@1marine1life.org,
101Elite Volleyball Club,47-5639477,1/1/2019,12/31/2019,2016,2019,990EZ,609 Cecily St,,King City,CA,Monterey,93930,831-385-4948,N/A,501(c)(3) Public Charity,Sports,,,"N60 (Amateur Sports Clubs, Leagues, N.E.C.)",713990,7911,7993,,,Greens Accounting,http://www.guidestar.org/profile/47-5639477,http://www.guidestar.org/FinDocuments/2018/475/639/2018-475639477-116b8058-Z.pdf,"$24,970 ","$24,970 ",,"$24,970 ",,,,"$35,333 ","$45,366 ",,"$27,221 ",,"$8,112 ",,,,,,"$27,074 ",,,,,,,,,,,,,,,,,,,
1 Veteran Foundation,47-5681682,1/1/2016,12/31/2016,2018,2016,990EZ,PO Box 176,,Cortaro,AZ,Pima,85652,520-403-5030,www.1veteranfoundation@gmail.com,501(c)(3) Public Charity,Special population support,,,W30 (Military/Veterans' Organizations),813410,8641,8699,,,,http://www.guidestar.org/profile/47-5681682,http://www.guidestar.org/FinDocuments/2016/475/681/2016-475681682-0e954b28-Z.pdf,"$15,805 ","$15,178 ",,"$15,805 ",,,,"$27,536 ","$27,536 ",,"$27,536 ",,$0 ,$0 ,,,,,"$12,358 ",,,,,,,,,,,,"$4,816 ",,,,,,,
100 Club of Brazoria County,51-0174252,1/1/2018,12/31/2018,1975,2018,990,PO Box 1596,,Lake Jackson,TX,Brazoria,77566,979-236-8748,,501(c)(3) Public Charity,Public safety,,,M60 (Public Safety Benevolent Associations),813410,8641,8699,N,,"R. J. BARFIELD, CPA",http://www.guidestar.org/profile/51-0174252,http://www.guidestar.org/FinDocuments/2018/510/174/2018-510174252-10d5e025-9.pdf,"$758,899 ","$757,677 ",,"$758,899 ",,,"$758,899 ","$45,067 ","$45,067 ","$5,207 ","$39,860 ",,,,,$0 ,$0 ,,"$38,050 ","$4,000 ","$20,874 ","$13,176 ",,,,,,,,,,,"H. L BAKER, JR",,,,,0
101 Ranch Old Timers Association Inc,51-0206965,,,1976,,,1609 Donald Ave,,Ponca City,OK,Kay,74604,,,501(c)(3) Public Charity,Farm bureaus and granges,,,K28 (Farm Bureau),813910,8611,8699,,,,http://www.guidestar.org/profile/51-0206965,http://www.guidestar.org/FinDocuments/2003/510/206/2003-510206965-1-Z.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051 Workmens Circle Branch,51-0235370,,,1945,,,94 Seville F Kings Point,,Delray Beach,FL,Palm Beach,33446,,,501(c)(8) (Fraternal Beneficiary Societies),Cultural awareness,,,"A23 (Cultural, Ethnic Awareness)",71,,,,,,http://www.guidestar.org/profile/51-0235370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000 Hills Ministry International Inc,51-0666528,1/1/2018,12/31/2018,2009,2018,990,4910 Bayou Vista Dr,,Houston,TX,Harris,77091,(713) 302-0459,www.1000hills.org,501(c)(3) Public Charity,Christianity,,,X20 (Christian),813110,8661,,N,,ROBERT R SIMS & ASSOCIATES PC,http://www.guidestar.org/profile/51-0666528,http://www.guidestar.org/FinDocuments/2017/510/666/2017-510666528-10008ab3-9.pdf,"$205,066 ","$2,865 ",,"$12,330 ",,,,"$72,505 ","$72,505 ",$68 ,"$72,437 ",,,,,"$192,736 ","$192,736 ",,"$168,845 ","$168,845 ",$0 ,$0 ,,,,"$3,091 ",,,,,,,DAVID HILL,Mr. David Hill ,Krista Hines ,Inter-Church Liaison,krista.hines@1000hills.org,0
1 West Pratt Street Inc,52-1308898,7/1/2017,6/30/2018,1980,2017,990,1 W Pratt St,,Baltimore,MD,Baltimore City,21201,410-649-7119,,"501(c)(6) (Business Leagues, etc.)",Business promotion,,,S41 (Promotion of Business (Chambers of Commerce)),813910,8611,8699,N,N,,http://www.guidestar.org/profile/52-1308898,http://www.guidestar.org/FinDocuments/2018/521/308/2018-521308898-104e1eaa-9O.pdf,"$203,232 ","$105,922 ",,"$173,990 ",,,,"$715,264 ","$715,264 ",,$0 ,$0 ,$0 ,$0 ,$0 ,"$29,243 ",$0 ,,"$707,960 ",,,,"$3,857 ",,,"$55,869 ",,,,,,,Peggy Daidakis,,,,,
100 BLACK MEN OF MARYLAND INC,52-1730939,7/1/2018,6/30/2019,1992,2018,990,4413 Liberty Heights Ave,,Gwynn Oak,MD,Baltimore City,21207,(410) 664-6726,www.100blackmenofmaryland.org,501(c)(3) Public Charity,Community improvement,Youth organizing,Community service,O50 (Youth Development Programs),813410,8641,8699,N,,"Rufus Ingram, P.A.",http://www.guidestar.org/profile/52-1730939,http://www.guidestar.org/FinDocuments/2019/521/730/2019-521730939-17143997-9.pdf,"$101,941 ","($1,166)",,"$3,605 ",,,"$3,605 ","$53,469 ","$53,469 ",,"$53,469 ",,,,,"$98,336 ","$98,336 ",,"$56,772 ","$48,253 ","$2,237 ","$6,282 ","$3,000 ",,,"$1,085 ",,,,,,,Robert Howard,Mr. R. Wesley Webb ,Mr. R. Wesley Webb ,President,wwebb@100bmm.org,
"1000 Friends of Maryland, Inc.",52-1864759,1/1/2018,12/21/2018,1994,2018,990,1209 N Calvert St,,Baltimore,MD,Baltimore City,21202,(410) 385-2910,www.friendsofmd.org,501(c)(3) Public Charity,Land resources,Environment,Community organizing,C01 (Alliance/Advocacy Organizations),813319,8399,8641,N,,KATZ ABOSCH,http://www.guidestar.org/profile/52-1864759,http://www.guidestar.org/FinDocuments/2018/521/864/2018-521864759-17032848-9.pdf,$0 ,$0 ,$0 ,$0 ,$0 ,,$0 ,"$261,389 ","$431,474 ",$35 ,"$38,120 ",,,,,$0 ,$0 ,,"$198,080 ","$156,440 ","$36,620 ","$5,020 ","$12,664 ",,,"$1,549 ","$8,988 ",,,,,,KIMBERLY GOLDEN BRANDT,Dru Schmidt-Perkins ,Ms. Dru Schmidt-Perkins ,President & CEO,friends@friendsofmd.org,3
100 Percent Recycled Paperboard Alliance Inc,52-1944192,1/1/2018,12/31/2018,1995,2018,990,7111 Wolf Den Rd,,Fairfax Station,VA,Fairfax,22039,202-347-8000,WWW.RPA100.COM,"501(c)(6) (Business Leagues, etc.)",Recycling,,,C27 (Recycling),813312,8399,8699,N,,MANSFIELD CONSULTING GROUP,http://www.guidestar.org/profile/52-1944192,http://www.guidestar.org/FinDocuments/2018/521/944/2018-521944192-17018794-9O.pdf,"$214,915 ","$214,915 ",,"$214,915 ",,,,"$419,599 ","$419,599 ",$65 ,,,,,"$419,534 ",$0 ,$0 ,,"$388,873 ","$250,932 ","$137,941 ",$0 ,,"$38,500 ","$4,300 ","$1,819 ",,,"$31,025 ",,,,TERESE COLLING,,,,,0
100 Black Men of Greater Washington DC Inc,52-1998131,1/1/2018,12/31/2018,1997,2018,990,20 F St NW,,Washington,DC,District of Columbia,20001,202-734-4882,WWW.100BLACKMENDC.ORG,501(c)(3) Public Charity,Community service,,,S82 (Men's Service Clubs),813410,8641,8699,N,,GONZALEZ & HAWKINS LLC,http://www.guidestar.org/profile/52-1998131,http://www.guidestar.org/FinDocuments/2018/521/998/2018-521998131-17064337-9.pdf,"$41,802 ","$41,302 ",,"$20,552 ","$51,000 ",,"($30,448)","$128,101 ","$128,101 ",,"$38,046 ",,,,"$90,055 ","$21,250 ",$0 ,,"$148,800 ","$99,855 ","$48,090 ",$855 ,"$8,848 ","$26,879 ","$1,539 ","$1,004 ",,,,,,,IVORY JOHNSON,,,,,0
